topic,score,sentence,matches,split,vid,yid,start,end,row_number
FROM,39,I'm from Tennessee.,i'm from | from,train,6IlzyR80mU4-00:15:03.250-00:15:04.625,6IlzyR80mU4,00:15:03.250,00:15:04.625,31716
FROM,39,&gt;&gt; I'm from Alabama.,i'm from | from,train,e1ufQQzu6Xw-01:07:11.193-01:07:17.126,e1ufQQzu6Xw,01:07:11.193,01:07:17.126,69401
FROM,39,I am from Philadelphia.,i am from | from,train,nyrUt0INMOA-00:00:08.119-00:00:09.800,nyrUt0INMOA,00:00:08.119,00:00:09.800,66055
FROM,39,"I'm from Austin, Texas!",i'm from | from,valid,UfLdljKWr2k-00:00:11.600-00:00:13.566,UfLdljKWr2k,00:00:11.600,00:00:13.566,96580
FROM,39,"I'm from Baltimore, MD.",i'm from | from,train,1opYrIh0eGc-00:01:43.507-00:01:45.037,1opYrIh0eGc,00:01:43.507,00:01:45.037,20345
FROM,39,"I'm from Hagerstown, Maryland.",i'm from | from,train,n3f7LSYur4s-00:00:47.914-00:00:51.350,n3f7LSYur4s,00:00:47.914,00:00:51.350,48317
FROM,39,Where are you from?,where are you from | from,train,0KcUZlotmlo-00:09:49.080-00:09:50.159,0KcUZlotmlo,00:09:49.080,00:09:50.159,25197
FROM,39,"And I'm from Atlanta, Georgia!",i'm from | from,train,UfLdljKWr2k-00:00:14.221-00:00:16.221,UfLdljKWr2k,00:00:14.221,00:00:16.221,61180
FROM,39,And where are you from?,where are you from | from,train,0KcUZlotmlo-00:12:00.360-00:12:01.639,0KcUZlotmlo,00:12:00.360,00:12:01.639,25286
FROM,39,"I am from Bakersfield,  California.",i am from | from,train,Y-LR74Vix9M-00:00:42.039-00:00:49.359,Y-LR74Vix9M,00:00:42.039,00:00:49.359,38384
FROM,39,"I am from Jackson, Mississippi.",i am from | from,train,e1ufQQzu6Xw-00:13:54.437-00:13:59.731,e1ufQQzu6Xw,00:13:54.437,00:13:59.731,69067
FROM,39,"I am from Jacksonville, Florida.",i am from | from,train,hgi6y5hyASs-00:00:33.533-00:00:36.802,hgi6y5hyASs,00:00:33.533,00:00:36.802,44455
FROM,39,I'm from New York City.,i'm from | from,train,xMKtEOWjKlI-00:00:42.442-00:00:44.511,xMKtEOWjKlI,00:00:42.442,00:00:44.511,34824
FROM,39,I'm from the same school.,i'm from | from,train,pQEx6ySX0Bk-00:14:13.994-00:14:15.485,pQEx6ySX0Bk,00:14:13.994,00:14:15.485,7696
FROM,39,"So, where are you from?",where are you from | from,train,0KcUZlotmlo-00:07:35.959-00:07:37.959,0KcUZlotmlo,00:07:35.959,00:07:37.959,25187
FROM,39,*Signs his name* I'm from Brazil.,i'm from | from,train,HyGIBdTs9yg-00:10:38.916-00:10:41.974,HyGIBdTs9yg,00:10:38.916,00:10:41.974,2916
FROM,39,*Signs his name* I'm from China.,i'm from | from,train,HyGIBdTs9yg-00:10:42.947-00:10:45.894,HyGIBdTs9yg,00:10:42.947,00:10:45.894,2914
FROM,39,"I am from Rochester, New York.",i am from | from,train,hjzOb4_gGLc-00:01:01.261-00:01:04.063,hjzOb4_gGLc,00:01:01.261,00:01:04.063,32645
FROM,39,I'm from the Marie Philip School.,i'm from | from,train,pQEx6ySX0Bk-00:14:11.283-00:14:13.018,pQEx6ySX0Bk,00:14:11.283,00:14:13.018,7708
FROM,39,I come from a blue collar background.,come from | from,train,lIE16P1LVhc-00:03:32.039-00:03:33.520,lIE16P1LVhc,00:03:32.039,00:03:33.520,11220
FROM,39,I'm from Hong Kong and I'm deaf.,i'm from | from,train,u919vf-yghQ-00:11:52.711-00:11:54.714,u919vf-yghQ,00:11:52.711,00:11:54.714,18650
FROM,39,I'm Joseph Bata and I'm from Minnesota.,i'm from | from,train,W-tmsxUXnnE-00:00:16.216-00:00:25.391,W-tmsxUXnnE,00:00:16.216,00:00:25.391,26808
FROM,39,I am from France - here in Reims.,i am from | from,train,t-krQnPN_GY-00:18:45.833-00:18:48.460,t-krQnPN_GY,00:18:45.833,00:18:48.460,27562
FROM,39,"I’m from here, San Francisco, born and raised.",i'm from | from,valid,VvpFqAynbOc-00:00:42.333-00:00:45.700,VvpFqAynbOc,00:00:42.333,00:00:45.700,96636
FROM,37,Welcome from Chicago!,come from | from,train,pXAADSj4yZk-00:00:05.820-00:00:07.339,pXAADSj4yZk,00:00:05.820,00:00:07.339,52782
HELLO,57,"Hello, good morning.",hello | good morning,train,T6YFwhrRwh0-00:00:59.292-00:01:01.594,T6YFwhrRwh0,00:00:59.292,00:01:01.594,44244
HELLO,41,"Hello, we are your Region III Representatives.",hello,train,SMRdEA8MCsc-00:02:14.120-00:02:18.620,SMRdEA8MCsc,00:02:14.120,00:02:18.620,64403
HELLO,39,"Hello, I'm Melissa.",hello,train,DiuUsIp_HwQ-00:00:00.680-00:00:02.000,DiuUsIp_HwQ,00:00:00.680,00:00:02.000,51754
HELLO,39,"Hello, I'm Starla.",hello,train,_dOtiTnkoxk-00:01:02.496-00:01:05.141,_dOtiTnkoxk,00:01:02.496,00:01:05.141,33939
HELLO,39,Can you say hello?,hello,train,K2UvM22_7q8-00:01:44.200-00:01:46.200,K2UvM22_7q8,00:01:44.200,00:01:46.200,22880
HELLO,39,"Hello everyone, you good?",hello,train,QRxFpSd2_yc-00:00:00.360-00:00:01.919,QRxFpSd2_yc,00:00:00.360,00:00:01.919,69218
HELLO,39,Hello I'm Jethro Wooddall.,hello,train,fIbxApGphXU-00:01:19.700-00:01:23.439,fIbxApGphXU,00:01:19.700,00:01:23.439,49022
HELLO,39,Hello I'm Randall Smith.,hello,train,SsQxB7yYxgQ-00:00:33.933-00:00:37.938,SsQxB7yYxgQ,00:00:33.933,00:00:37.938,1012
HELLO,39,"Hello, I'm Alicia Lane-Outlaw.",hello,train,sfNL5tR2Now-00:06:57.386-00:07:01.389,sfNL5tR2Now,00:06:57.386,00:07:01.389,65407
HELLO,39,"Hello, I'm Beth Benedict.",hello,train,iMJ9CjBX7eo-00:03:53.840-00:03:57.020,iMJ9CjBX7eo,00:03:53.840,00:03:57.020,62055
HELLO,39,"Hello, I'm David Nathanson.",hello,train,W-tmsxUXnnE-00:00:45.912-00:00:48.615,W-tmsxUXnnE,00:00:45.912,00:00:48.615,26800
HELLO,39,"Hello, I'm Gary Behm.",hello,train,iD6DQiD2J7I-00:01:43.200-00:01:44.950,iD6DQiD2J7I,00:01:43.200,00:01:44.950,52431
HELLO,39,"Hello, I'm Rikki Poynter.",hello,train,1zRfH_9kqtk-00:00:04.471-00:00:08.074,1zRfH_9kqtk,00:00:04.471,00:00:08.074,30059
HELLO,39,"Hello, I'm Robert Sidansky.",hello,train,iD6DQiD2J7I-00:05:18.310-00:05:21.980,iD6DQiD2J7I,00:05:18.310,00:05:21.980,52383
HELLO,39,"Hello, I'm Sherri Collins.",hello,train,nWclT1A62Ok-00:00:00.760-00:00:03.359,nWclT1A62Ok,00:00:00.760,00:00:03.359,68769
HELLO,39,"Hello, what’s your name?",hello,test,fNT8a6e1gx8-00:04:20.100-00:04:21.233,fNT8a6e1gx8,00:04:20.100,00:04:21.233,97576
HELLO,39,"Hello there, I'm Jonathan Webb.",hello,train,OsAAjTAdnJ0-00:12:37.715-00:12:44.596,OsAAjTAdnJ0,00:12:37.715,00:12:44.596,43185
HELLO,39,"Hello, I m Jennifer Tandoc.",hello,train,ixq65EiuJ_c-00:00:05.299-00:00:08.936,ixq65EiuJ_c,00:00:05.299,00:00:08.936,10593
HELLO,39,"Hello, I'm David O. Reynolds.",hello,train,2MnvFrB5ljQ-00:00:00.680-00:00:04.120,2MnvFrB5ljQ,00:00:00.680,00:00:04.120,66196
HELLO,39,"Hello, I'm Dr. IV Mirus.",hello,train,ur-HzfnbPSI-00:00:04.637-00:00:07.206,ur-HzfnbPSI,00:00:04.637,00:00:07.206,4156
HELLO,39,"Hello, my name is Donna.",hello,train,tjyvBlXjpq4-00:00:00.840-00:00:02.399,tjyvBlXjpq4,00:00:00.840,00:00:02.399,68248
HELLO,39,"Hello, my name is Lorne.",hello,train,6vmtT8VJus8-00:00:31.059-00:00:33.079,6vmtT8VJus8,00:00:31.059,00:00:33.079,62958
HELLO,39,"Hello, my name is Melissa.",hello,train,XYNjr7LMf9g-00:00:00.680-00:00:02.439,XYNjr7LMf9g,00:00:00.680,00:00:02.439,69942
HELLO,39,"Hello, my name is Nick.",hello,train,0KcUZlotmlo-00:03:32.000-00:03:33.280,0KcUZlotmlo,00:03:32.000,00:03:33.280,25460
HELLO,39,"Alex: Hello, I'm with Brian Bearden.",hello,train,3CZ2aZBU_c0-00:00:00.160-00:00:03.660,3CZ2aZBU_c0,00:00:00.160,00:00:03.660,48052
