topic,score,sentence,split,sentence_id,sentence_name,video_id,video_name,start,end,word_count,matches
REQUESTS_AND_NEEDS,144,"Can you show us some sit-ups, please?",train,02aFykvwx6M_6,02aFykvwx6M_6-8-rgb_front,02aFykvwx6M,02aFykvwx6M-8-rgb_front,30.88,32.54,8,can you
REQUESTS_AND_NEEDS,134,Can you hold it?,train,cQBrXCcfDyc_16,cQBrXCcfDyc_16-5-rgb_front,cQBrXCcfDyc,cQBrXCcfDyc-5-rgb_front,54.98,55.6,4,can you
REQUESTS_AND_NEEDS,134,Can you see that?,train,1eA1cI1yI7w_19,1eA1cI1yI7w_19-8-rgb_front,1eA1cI1yI7w,1eA1cI1yI7w-8-rgb_front,86.99,87.68,4,can you
REQUESTS_AND_NEEDS,134,Can you increase the intensity?,train,1RxYvOvKHkU_13,1RxYvOvKHkU_13-5-rgb_front,1RxYvOvKHkU,1RxYvOvKHkU-5-rgb_front,54.26,56.11,5,can you
REQUESTS_AND_NEEDS,134,Can you see that chocolate?,train,aOZYGJYBzAo_9,aOZYGJYBzAo_9-8-rgb_front,aOZYGJYBzAo,aOZYGJYBzAo-8-rgb_front,48.4,49.41,5,can you
REQUESTS_AND_NEEDS,129,Can you permanently curl your eyelashes?,train,19f_ac2f2C8_2,19f_ac2f2C8_2-8-rgb_front,19f_ac2f2C8,19f_ac2f2C8-8-rgb_front,8.39,10.68,6,can you
REQUESTS_AND_NEEDS,129,Can you swing your legs around?,validation,cw5evdziBB4_6,cw5evdziBB4_6-8-rgb_front,cw5evdziBB4,cw5evdziBB4-8-rgb_front,33.88,35.32,6,can you
REQUESTS_AND_NEEDS,129,Can you go longer in your duration?,train,1RxYvOvKHkU_12,1RxYvOvKHkU_12-5-rgb_front,1RxYvOvKHkU,1RxYvOvKHkU-5-rgb_front,51.88,54.23,7,can you
REQUESTS_AND_NEEDS,129,Can you apply mascara to your lash extensions?,train,4XAeTaoXAa0_2,4XAeTaoXAa0_2-5-rgb_front,4XAeTaoXAa0,4XAeTaoXAa0-5-rgb_front,6.18,11.86,8,can you
REQUESTS_AND_NEEDS,124,Can you feel it in there?,train,cQBrXCcfDyc_15,cQBrXCcfDyc_15-5-rgb_front,cQBrXCcfDyc,cQBrXCcfDyc-5-rgb_front,51.64,54.82,6,can you
REQUESTS_AND_NEEDS,124,What can you use for tails?,train,FJpeot48AYY_6,FJpeot48AYY_6-5-rgb_front,FJpeot48AYY,FJpeot48AYY-5-rgb_front,38.8,40.11,6,can you
REQUESTS_AND_NEEDS,124,Can you really bid that for a trick?,train,DBDddxX-CJA_15,DBDddxX-CJA_15-8-rgb_front,DBDddxX-CJA,DBDddxX-CJA-8-rgb_front,99.11,100.91,8,can you
REQUESTS_AND_NEEDS,124,Can you take any longer with our drinks?,train,1AaO0RFu9j8_10,1AaO0RFu9j8_10-8-rgb_front,1AaO0RFu9j8,1AaO0RFu9j8-8-rgb_front,42.16,43.87,8,can you
REQUESTS_AND_NEEDS,124,Where can you get pictures made into posters?,test,G2uKe6hCNSo_11,G2uKe6hCNSo_11-5-rgb_front,G2uKe6hCNSo,G2uKe6hCNSo-5-rgb_front,52.01,55.42,8,can you
REQUESTS_AND_NEEDS,119,I need a savior.,train,FSfYt1I8xq0_6,FSfYt1I8xq0_6-3-rgb_front,FSfYt1I8xq0,FSfYt1I8xq0-3-rgb_front,23.99,25.05,4,i need
REQUESTS_AND_NEEDS,119,"Al least, I need to.",train,1mcmnmxg64U_19,1mcmnmxg64U_19-8-rgb_front,1mcmnmxg64U,1mcmnmxg64U-8-rgb_front,75.85,76.86,5,i need
REQUESTS_AND_NEEDS,119,I want it right there.,train,1A25qZmkliU_20,1A25qZmkliU_20-8-rgb_front,1A25qZmkliU,1A25qZmkliU-8-rgb_front,112.24,113.43,5,i want
REQUESTS_AND_NEEDS,119,Yes that's what I want.,validation,CO6qyvvglAE_20,CO6qyvvglAE_20-5-rgb_front,CO6qyvvglAE,CO6qyvvglAE-5-rgb_front,69.15,70.49,5,i want
REQUESTS_AND_NEEDS,119,"I get everything I want, you get nothing.",train,bV7YzyvngPo_7,bV7YzyvngPo_7-5-rgb_front,bV7YzyvngPo,bV7YzyvngPo-5-rgb_front,49.88,51.88,8,i want
REQUESTS_AND_NEEDS,114,"First, I want to show you low English.",train,1-VX310yQTw_21,1-VX310yQTw_21-1-rgb_front,1-VX310yQTw,1-VX310yQTw-1-rgb_front,69.4,73.01,8,i want
REQUESTS_AND_NEEDS,114,How would you go about describing your character?,train,3ntc51P5qjI_3,3ntc51P5qjI_3-8-rgb_front,3ntc51P5qjI,3ntc51P5qjI-8-rgb_front,27.32,30.79,8,would you
REQUESTS_AND_NEEDS,114,I want to initiate my bow right here.,train,1Df0aD8AxuE_4,1Df0aD8AxuE_4-5-rgb_front,1Df0aD8AxuE,1Df0aD8AxuE-5-rgb_front,19.79,22.7,8,i want
REQUESTS_AND_NEEDS,114,Which one would you like me to read?,train,5wj8qq7-SSs_16,5wj8qq7-SSs_16-8-rgb_front,5wj8qq7-SSs,5wj8qq7-SSs-8-rgb_front,92.01,93.83,8,would you
REQUESTS_AND_NEEDS,114,Would you like your collar to have buttons?,train,DPSMwzmmouw_2,DPSMwzmmouw_2-8-rgb_front,DPSMwzmmouw,DPSMwzmmouw-8-rgb_front,17.4,18.97,8,would you
REQUESTS_AND_NEEDS,114,I want to thank you guys for watching today.,train,1zQf384LX3M_17,1zQf384LX3M_17-8-rgb_front,1zQf384LX3M,1zQf384LX3M-8-rgb_front,83.31,85.32,9,i want
REQUESTS_AND_NEEDS,114,"Sir, could you please come on up with your dollar?",train,cQBrXCcfDyc_2,cQBrXCcfDyc_2-5-rgb_front,cQBrXCcfDyc,cQBrXCcfDyc-5-rgb_front,7.59,9.13,10,could you
REQUESTS_AND_NEEDS,114,What shape do I want my sleeves to be in?,train,B_e7YfBqy_s_6,B_e7YfBqy_s_6-5-rgb_front,B_e7YfBqy_s,B_e7YfBqy_s-5-rgb_front,36.17,38.56,10,i want
REQUESTS_AND_NEEDS,109,So you tell me when.,train,fDph69wPVBA_10,fDph69wPVBA_10-8-rgb_front,fDph69wPVBA,fDph69wPVBA-8-rgb_front,57.4,58.93,5,tell me
REQUESTS_AND_NEEDS,109,Again I want to make faces.,test,g2QdwYqm8pg_4,g2QdwYqm8pg_4-3-rgb_front,g2QdwYqm8pg,g2QdwYqm8pg-3-rgb_front,15.25,16.9,6,i want
REQUESTS_AND_NEEDS,109,I want it to be clear.,train,1UE7-4mORi0_7,1UE7-4mORi0_7-5-rgb_front,1UE7-4mORi0,1UE7-4mORi0-5-rgb_front,35.19,37.92,6,i want
REQUESTS_AND_NEEDS,109,I want to clean this negative.,train,2Z3CpALUO9o_10,2Z3CpALUO9o_10-8-rgb_front,2Z3CpALUO9o,2Z3CpALUO9o-8-rgb_front,26.96,28.15,6,i want
REQUESTS_AND_NEEDS,109,Can I understand this type of composition?,train,47oJoR2BC34_14,47oJoR2BC34_14-8-rgb_front,47oJoR2BC34,47oJoR2BC34-8-rgb_front,106.78,108.47,7,can i
REQUESTS_AND_NEEDS,109,First I want to talk about glass.,train,Fwdg09U5WqQ_1,Fwdg09U5WqQ_1-1-rgb_front,Fwdg09U5WqQ,Fwdg09U5WqQ-1-rgb_front,2.27,5.33,7,i want
REQUESTS_AND_NEEDS,109,I need two cups of corn meal.,train,23GbjIU50qw_15,23GbjIU50qw_15-8-rgb_front,23GbjIU50qw,23GbjIU50qw-8-rgb_front,62.31,65.0,7,i need
REQUESTS_AND_NEEDS,109,I want to set the ball down.,train,-eryXkkckv8_4,-eryXkkckv8_4-5-rgb_front,-eryXkkckv8,-eryXkkckv8-5-rgb_front,22.44,24.13,7,i want
REQUESTS_AND_NEEDS,109,Say I want to cut two inches.,test,g3sLd8JupoQ_10,g3sLd8JupoQ_10-3-rgb_front,g3sLd8JupoQ,g3sLd8JupoQ-3-rgb_front,55.05,56.73,7,i want
REQUESTS_AND_NEEDS,109,So how would you describe belly dancing?,train,0v9VjQEbbl8_2,0v9VjQEbbl8_2-8-rgb_front,0v9VjQEbbl8,0v9VjQEbbl8-8-rgb_front,7.15,8.65,7,would you
REQUESTS_AND_NEEDS,109,Would you need a more advance degree?,train,1B-uqjIDMKk_4,1B-uqjIDMKk_4-8-rgb_front,1B-uqjIDMKk,1B-uqjIDMKk-8-rgb_front,25.47,28.04,7,would you
REQUESTS_AND_NEEDS,109,And I need to turn this one eighty.,train,1bziHM2QeX8_8,1bziHM2QeX8_8-8-rgb_front,1bziHM2QeX8,1bziHM2QeX8-8-rgb_front,45.24,47.81,8,i need
REQUESTS_AND_NEEDS,109,I need three squares of the so saffron.,train,072DGdBjfkQ_9,072DGdBjfkQ_9-5-rgb_front,072DGdBjfkQ,072DGdBjfkQ-5-rgb_front,40.69,44.03,8,i need
REQUESTS_AND_NEEDS,109,So I want to walk through both legs.,train,exoR8fu9q4M_6,exoR8fu9q4M_6-8-rgb_front,exoR8fu9q4M,exoR8fu9q4M-8-rgb_front,17.84,19.79,8,i want
REQUESTS_AND_NEEDS,109,"This game is called ""I need a savior.""",train,FSfYt1I8xq0_2,FSfYt1I8xq0_2-3-rgb_front,FSfYt1I8xq0,FSfYt1I8xq0-3-rgb_front,2.44,6.1,8,i need
REQUESTS_AND_NEEDS,109,Would you need to learn a second language?,train,1B-uqjIDMKk_5,1B-uqjIDMKk_5-8-rgb_front,1B-uqjIDMKk,1B-uqjIDMKk-8-rgb_front,28.61,30.68,8,would you
REQUESTS_AND_NEEDS,109,"Can you see the black,white and gray in this?",train,1rc77BaY7jg_12,1rc77BaY7jg_12-8-rgb_front,1rc77BaY7jg,1rc77BaY7jg-8-rgb_front,62.46,64.29,10,can you
REQUESTS_AND_NEEDS,109,So what if I want to learn how to do jumps?,train,0Dv5umFVqv8_2,0Dv5umFVqv8_2-8-rgb_front,0Dv5umFVqv8,0Dv5umFVqv8-8-rgb_front,10.32,13.55,11,i want
REQUESTS_AND_NEEDS,104,Give me three more.,train,07mFG9turoU_39,07mFG9turoU_39-5-rgb_front,07mFG9turoU,07mFG9turoU-5-rgb_front,89.71,90.37,4,give me
REQUESTS_AND_NEEDS,104,"Give me that jump rope.""",train,dJkZC7IchGs_10,dJkZC7IchGs_10-1-rgb_front,dJkZC7IchGs,dJkZC7IchGs-1-rgb_front,56.75,57.64,5,give me
REQUESTS_AND_NEEDS,104,I'm going to be using my assistant to help me out.,train,0HrO1O6B2dg_1,0HrO1O6B2dg_1-5-rgb_front,0HrO1O6B2dg,0HrO1O6B2dg-5-rgb_front,5.85,8.08,11,help me
REQUESTS_AND_NEEDS,99,And now I want to work with my tissue.,train,b-341m5ri_A_6,b-341m5ri_A_6-5-rgb_front,b-341m5ri_A,b-341m5ri_A-5-rgb_front,24.28,25.81,9,i want
REQUESTS_AND_NEEDS,99,"In fact, I get to do whatever I want.",train,3mjTbgSBlhE_14,3mjTbgSBlhE_14-5-rgb_front,3mjTbgSBlhE,3mjTbgSBlhE-5-rgb_front,50.93,53.22,9,i want
REQUESTS_AND_NEEDS,99,"So, I know that's perfectly where I need it.",train,4MXwmQ7Ht6E_21,4MXwmQ7Ht6E_21-8-rgb_front,4MXwmQ7Ht6E,4MXwmQ7Ht6E-8-rgb_front,79.02,80.97,9,i need
REQUESTS_AND_NEEDS,99,Why would you like me to read this book?,train,5wj8qq7-SSs_7,5wj8qq7-SSs_7-8-rgb_front,5wj8qq7-SSs,5wj8qq7-SSs-8-rgb_front,48.27,50.16,9,would you
REQUESTS_AND_NEEDS,99,You can use but why would you want to?,train,0wf7V55xjvQ_21,0wf7V55xjvQ_21-8-rgb_front,0wf7V55xjvQ,0wf7V55xjvQ-8-rgb_front,140.37,142.44,9,would you
REQUESTS_AND_NEEDS,99,I cut it up to the length that I need.,train,3rW6wKS5nTU_6,3rW6wKS5nTU_6-5-rgb_front,3rW6wKS5nTU,3rW6wKS5nTU-5-rgb_front,49.32,52.45,10,i need
REQUESTS_AND_NEEDS,99,I want to grab as much as I can here.,train,002pHlZGEQ8_7,002pHlZGEQ8_7-5-rgb_front,002pHlZGEQ8,002pHlZGEQ8-5-rgb_front,14.76,16.84,10,i want
REQUESTS_AND_NEEDS,99,"If I want the back view, I have one here.",train,0GPQtW2tlvw_10,0GPQtW2tlvw_10-8-rgb_front,0GPQtW2tlvw,0GPQtW2tlvw-8-rgb_front,53.34,55.95,10,i want
REQUESTS_AND_NEEDS,99,So I want a side step and move my body.,train,1Q2BYTlbdiE_14,1Q2BYTlbdiE_14-8-rgb_front,1Q2BYTlbdiE,1Q2BYTlbdiE-8-rgb_front,46.26,48.89,10,i want
REQUESTS_AND_NEEDS,99,"So, I want to keep my shin nice and straight.",train,1FGZO3MoD0s_8,1FGZO3MoD0s_8-5-rgb_front,1FGZO3MoD0s,1FGZO3MoD0s-5-rgb_front,42.08,44.77,10,i want
REQUESTS_AND_NEEDS,99,"If you don't mind, I need to make a phone call.",train,C7IMvM4BwI8_21,C7IMvM4BwI8_21-8-rgb_front,C7IMvM4BwI8,C7IMvM4BwI8-8-rgb_front,71.97,73.98,11,i need
QUESTIONS,129,Where is this monologue going?,train,cEmmjObvNZE_9,cEmmjObvNZE_9-5-rgb_front,cEmmjObvNZE,cEmmjObvNZE-5-rgb_front,38.18,41.26,5,where is
QUESTIONS,124,Where can you get pictures made into posters?,test,G2uKe6hCNSo_11,G2uKe6hCNSo_11-5-rgb_front,G2uKe6hCNSo,G2uKe6hCNSo-5-rgb_front,52.01,55.42,8,where can
QUESTIONS,119,But where are we going?,train,cEmmjObvNZE_5,cEmmjObvNZE_5-5-rgb_front,cEmmjObvNZE,cEmmjObvNZE-5-rgb_front,28.74,30.51,5,where are
QUESTIONS,119,How do I fix this?,train,-fSI2e1pqkY_8,-fSI2e1pqkY_8-5-rgb_front,-fSI2e1pqkY,-fSI2e1pqkY-5-rgb_front,32.81,34.02,5,how do
QUESTIONS,119,How do you do that?,train,C-i06Ssh0l8_6,C-i06Ssh0l8_6-8-rgb_front,C-i06Ssh0l8,C-i06Ssh0l8-8-rgb_front,52.74,54.01,5,how do
QUESTIONS,119,How do you do this?,train,CiSoUHVR7UM_3,CiSoUHVR7UM_3-8-rgb_front,CiSoUHVR7UM,CiSoUHVR7UM-8-rgb_front,20.93,21.68,5,how do
QUESTIONS,119,How do you get out?,train,5CGdJ5Cuv5M_3,5CGdJ5Cuv5M_3-8-rgb_front,5CGdJ5Cuv5M,5CGdJ5Cuv5M-8-rgb_front,12.52,13.24,5,how do
QUESTIONS,119,Which one is your favorite?,train,Db5SUQvNsHc_13,Db5SUQvNsHc_13-1-rgb_front,Db5SUQvNsHc,Db5SUQvNsHc-1-rgb_front,77.8,78.59,5,which one
QUESTIONS,114,What is perception?,train,e5HYroYJ9pk_3,e5HYroYJ9pk_3-8-rgb_front,e5HYroYJ9pk,e5HYroYJ9pk-8-rgb_front,14.59,15.68,3,what is
QUESTIONS,114,And what is gossip?,train,cbBb4MkVqQw_4,cbBb4MkVqQw_4-5-rgb_front,cbBb4MkVqQw,cbBb4MkVqQw-5-rgb_front,19.25,20.45,4,what is
QUESTIONS,114,What is the difference?,train,3oSvyY2f4ZQ_20,3oSvyY2f4ZQ_20-5-rgb_front,3oSvyY2f4ZQ,3oSvyY2f4ZQ-5-rgb_front,115.34,116.77,4,what is
QUESTIONS,114,What is the one?,train,20ooSJixdyg_5,20ooSJixdyg_5-8-rgb_front,20ooSJixdyg,20ooSJixdyg-8-rgb_front,14.98,15.63,4,what is
QUESTIONS,114,"Now, what is a window?",train,-dXU26rkB7I_2,-dXU26rkB7I_2-5-rgb_front,-dXU26rkB7I,-dXU26rkB7I-5-rgb_front,12.12,13.16,5,what is
QUESTIONS,114,So what is Thai tea?,train,DtJh6Hwgu8M_0,DtJh6Hwgu8M_0-8-rgb_front,DtJh6Hwgu8M,DtJh6Hwgu8M-8-rgb_front,0.67,1.91,5,what is
QUESTIONS,114,How do you practice your kickboxing moves?,validation,3TrMyzNWGpY_1,3TrMyzNWGpY_1-2-rgb_front,3TrMyzNWGpY,3TrMyzNWGpY-2-rgb_front,5.41,7.58,7,how do
QUESTIONS,114,How do you know if you love him?,train,3WEwTZHf8kI_1,3WEwTZHf8kI_1-5-rgb_front,3WEwTZHf8kI,3WEwTZHf8kI-5-rgb_front,4.14,7.31,8,how do
QUESTIONS,114,Which one would you like me to read?,train,5wj8qq7-SSs_16,5wj8qq7-SSs_16-8-rgb_front,5wj8qq7-SSs,5wj8qq7-SSs-8-rgb_front,92.01,93.83,8,which one
QUESTIONS,109,And how do you do that?,train,blRbyoIFBss_3,blRbyoIFBss_3-5-rgb_front,blRbyoIFBss,blRbyoIFBss-5-rgb_front,18.5,19.84,6,how do
QUESTIONS,109,How do you develop a character?,train,dfpBYRHB83s_2,dfpBYRHB83s_2-1-rgb_front,dfpBYRHB83s,dfpBYRHB83s-1-rgb_front,14.06,16.47,6,how do
QUESTIONS,109,How do you feel about yourself?,train,--8pSDeC-fg_7,--8pSDeC-fg_7-5-rgb_front,--8pSDeC-fg,--8pSDeC-fg-5-rgb_front,26.79,28.33,6,how do
QUESTIONS,109,"So, how do we do that?",train,1fZfM65z0zk_13,1fZfM65z0zk_13-8-rgb_front,1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,97.13,98.14,6,how do
QUESTIONS,109,And how do we deal with that?,train,5wmHJ2neRQQ_2,5wmHJ2neRQQ_2-5-rgb_front,5wmHJ2neRQQ,5wmHJ2neRQQ-5-rgb_front,9.57,11.31,7,how do
QUESTIONS,109,How do we want to write this?,train,0GwSyviALiU_1,0GwSyviALiU_1-11-rgb_front,0GwSyviALiU,0GwSyviALiU-11-rgb_front,16.04,17.95,7,how do
QUESTIONS,109,How do you become a television producer?,train,blRbyoIFBss_1,blRbyoIFBss_1-5-rgb_front,blRbyoIFBss,blRbyoIFBss-5-rgb_front,3.65,5.74,7,how do
QUESTIONS,109,"What is a 720, you might ask?",train,0J3KAGixLRo_1,0J3KAGixLRo_1-5-rgb_front,0J3KAGixLRo,0J3KAGixLRo-5-rgb_front,1.12,2.97,7,what is
QUESTIONS,109,"""And, how do you really determine the wind?",train,4ChFh4LdxVg_5,4ChFh4LdxVg_5-8-rgb_front,4ChFh4LdxVg,4ChFh4LdxVg-8-rgb_front,47.76,50.25,8,how do
QUESTIONS,109,How do we move around in belly dance?,test,fzQ2E3_xBZA_1,fzQ2E3_xBZA_1-5-rgb_front,fzQ2E3_xBZA,fzQ2E3_xBZA-5-rgb_front,2.02,3.63,8,how do
QUESTIONS,109,"Well, how do you make sure it's accurate?",train,00m1mQFF5zo_6,00m1mQFF5zo_6-3-rgb_front,00m1mQFF5zo,00m1mQFF5zo-3-rgb_front,42.8,44.82,8,how do
QUESTIONS,107,What's my score?,train,19FB-dmluQw_13,19FB-dmluQw_13-3-rgb_front,19FB-dmluQw,19FB-dmluQw-3-rgb_front,66.51,67.43,3,what's
QUESTIONS,107,What's in your killer deck?,train,Db5SUQvNsHc_16,Db5SUQvNsHc_16-1-rgb_front,Db5SUQvNsHc,Db5SUQvNsHc-1-rgb_front,84.42,85.27,5,what's
QUESTIONS,104,"""How do you take it?""",train,c6difzHesqQ_22,c6difzHesqQ_22-8-rgb_front,c6difzHesqQ,c6difzHesqQ-8-rgb_front,91.8,92.68,5,how do
QUESTIONS,104,Hi so what is green tea?,train,cZhGkz4jNnk_0,cZhGkz4jNnk_0-8-rgb_front,cZhGkz4jNnk,cZhGkz4jNnk-8-rgb_front,1.09,3.37,6,what is
QUESTIONS,104,"Now, what is the ideal stance?",train,1jIxTnChOXk_5,1jIxTnChOXk_5-8-rgb_front,1jIxTnChOXk,1jIxTnChOXk-8-rgb_front,33.1,35.43,6,what is
QUESTIONS,104,So what is a Half-Volley?,train,ahki1p2lqPI_1,ahki1p2lqPI_1-8-rgb_front,ahki1p2lqPI,ahki1p2lqPI-8-rgb_front,8.45,9.35,6,what is
QUESTIONS,104,"So, what is Japanese green tea?",train,furfAAKJFvw_0,furfAAKJFvw_0-4-rgb_front,furfAAKJFvw,furfAAKJFvw-4-rgb_front,0.47,2.18,6,what is
QUESTIONS,104,What is a power down swing?,train,22Z4wVfh0m0_2,22Z4wVfh0m0_2-5-rgb_front,22Z4wVfh0m0,22Z4wVfh0m0-5-rgb_front,14.73,17.23,6,what is
QUESTIONS,104,What is the character talking about?,train,cEmmjObvNZE_7,cEmmjObvNZE_7-5-rgb_front,cEmmjObvNZE,cEmmjObvNZE-5-rgb_front,34.38,36.09,6,what is
QUESTIONS,104,What is the definition of dating?,train,1ljAz5cBwjQ_3,1ljAz5cBwjQ_3-1-rgb_front,1ljAz5cBwjQ,1ljAz5cBwjQ-1-rgb_front,23.22,25.55,6,what is
QUESTIONS,104,Which one is easier to do?,train,5q5q5d8vP24_9,5q5q5d8vP24_9-8-rgb_front,5q5q5d8vP24,5q5q5d8vP24-8-rgb_front,72.15,73.65,6,which one
QUESTIONS,104,"What is a makeup, camera ready look?",test,G3g0-BeFN3c_1,G3g0-BeFN3c_1-5-rgb_front,G3g0-BeFN3c,G3g0-BeFN3c-5-rgb_front,4.86,7.49,7,what is
QUESTIONS,104,What is belly dancing really all about?,train,0v9VjQEbbl8_3,0v9VjQEbbl8_3-8-rgb_front,0v9VjQEbbl8,0v9VjQEbbl8-8-rgb_front,8.65,10.96,7,what is
QUESTIONS,104,What is the purpose of the character?,train,dfpBYRHB83s_7,dfpBYRHB83s_7-1-rgb_front,dfpBYRHB83s,dfpBYRHB83s-1-rgb_front,55.08,56.34,7,what is
QUESTIONS,104,"Now what is that 25, 15% of what?",train,bYiJSQI2Wzs_4,bYiJSQI2Wzs_4-8-rgb_front,bYiJSQI2Wzs,bYiJSQI2Wzs-8-rgb_front,31.83,36.46,8,what is
QUESTIONS,104,"So, Japan, occupied Japan, which one is it?",train,1Q7oQwL6QaQ_12,1Q7oQwL6QaQ_12-8-rgb_front,1Q7oQwL6QaQ,1Q7oQwL6QaQ-8-rgb_front,71.45,75.65,8,which one
QUESTIONS,104,What is pre-production for a music video?,train,5SFfLkf65EY_1,5SFfLkf65EY_1-5-rgb_front,5SFfLkf65EY,5SFfLkf65EY-5-rgb_front,6.4,8.58,8,what is
QUESTIONS,104,What is the through line of the character?,train,cEmmjObvNZE_6,cEmmjObvNZE_6-5-rgb_front,cEmmjObvNZE,cEmmjObvNZE-5-rgb_front,30.73,33.99,8,what is
QUESTIONS,104,When is the table command used in competition?,train,5xHms0g2n_Q_0,5xHms0g2n_Q_0-3-rgb_front,5xHms0g2n_Q,5xHms0g2n_Q-3-rgb_front,0.46,3.2,8,when is
QUESTIONS,102,What's up?,train,11YPOdiY44o_0,11YPOdiY44o_0-8-rgb_front,11YPOdiY44o,11YPOdiY44o-8-rgb_front,0.63,1.0,2,what's
QUESTIONS,102,What's up guys?,train,aF2UwmXKdI4_0,aF2UwmXKdI4_0-5-rgb_front,aF2UwmXKdI4,aF2UwmXKdI4-5-rgb_front,0.18,0.83,3,what's
QUESTIONS,102,What's the organizational pattern?,train,eSzXQQUgH1A_14,eSzXQQUgH1A_14-5-rgb_front,eSzXQQUgH1A,eSzXQQUgH1A-5-rgb_front,104.25,107.37,4,what's
QUESTIONS,102,What's the importance of it?,train,eUtZatstDh4_2,eUtZatstDh4_2-5-rgb_front,eUtZatstDh4,eUtZatstDh4-5-rgb_front,21.67,22.9,5,what's
QUESTIONS,99,How do you tell if your crab is dead?,train,DFS78Sd76ek_0,DFS78Sd76ek_0-4-rgb_front,DFS78Sd76ek,DFS78Sd76ek-4-rgb_front,0.36,2.33,9,how do
QUESTIONS,99,Now how do you measure body fat within your body?,train,bYiJSQI2Wzs_7,bYiJSQI2Wzs_7-8-rgb_front,bYiJSQI2Wzs,bYiJSQI2Wzs-8-rgb_front,52.3,55.68,10,how do
QUESTIONS,99,"You have used waterproof mascara, now how do you remove it?",train,_0fO5ETSwyg_0,_0fO5ETSwyg_0-5-rgb_front,_0fO5ETSwyg,_0fO5ETSwyg-5-rgb_front,1.04,4.25,11,how do
QUESTIONS,97,What's the vital information for your business?,train,0FrdEk0KBzg_15,0FrdEk0KBzg_15-1-rgb_front,0FrdEk0KBzg,0FrdEk0KBzg-1-rgb_front,117.98,121.0,7,what's
QUESTIONS,94,"How do I get rid of this makeup?""",train,-6PULg1jlpc_2,-6PULg1jlpc_2-5-rgb_front,-6PULg1jlpc,-6PULg1jlpc-5-rgb_front,8.58,10.21,8,how do
QUESTIONS,94,It also depends on how much you work.,train,cZbKzFhPbsg_6,cZbKzFhPbsg_6-8-rgb_front,cZbKzFhPbsg,cZbKzFhPbsg-8-rgb_front,43.91,46.22,8,how much
QUESTIONS,94,So how do you get away from that.,train,EF4dlnqkJ3w_3,EF4dlnqkJ3w_3-8-rgb_front,EF4dlnqkJ3w,EF4dlnqkJ3w-8-rgb_front,12.16,13.72,8,how do
QUESTIONS,94,This is how much milk you should use.,train,CzXICdEaWaY_5,CzXICdEaWaY_5-8-rgb_front,CzXICdEaWaY,CzXICdEaWaY-8-rgb_front,48.27,51.23,8,how much
QUESTIONS,94,How do I use boric acid to kill fleas?,train,1oXGJIpW3h8_0,1oXGJIpW3h8_0-11-rgb_front,1oXGJIpW3h8,1oXGJIpW3h8-11-rgb_front,0.09,3.04,9,how do
FOOD_AND_DRINK,107,"""Do you want coffee?",train,c6difzHesqQ_17,c6difzHesqQ_17-8-rgb_front,c6difzHesqQ,c6difzHesqQ-8-rgb_front,77.04,77.99,4,coffee
FOOD_AND_DRINK,102,And our food?,train,1AaO0RFu9j8_19,1AaO0RFu9j8_19-8-rgb_front,1AaO0RFu9j8,1AaO0RFu9j8-8-rgb_front,57.63,58.95,3,food
FOOD_AND_DRINK,102,So what is Thai tea?,train,DtJh6Hwgu8M_0,DtJh6Hwgu8M_0-8-rgb_front,DtJh6Hwgu8M,DtJh6Hwgu8M-8-rgb_front,0.67,1.91,5,tea
FOOD_AND_DRINK,99,The risk of drowning and don't drink the water.,validation,bpOKSl0oIIw_7,bpOKSl0oIIw_7-8-rgb_front,bpOKSl0oIIw,bpOKSl0oIIw-8-rgb_front,24.08,27.85,9,water | drink
FOOD_AND_DRINK,99,Adults often encourage children to eat when they're not hungry.,test,G3FhmHz_7hs_4,G3FhmHz_7hs_4-10-rgb_front,G3FhmHz_7hs,G3FhmHz_7hs-10-rgb_front,24.54,28.16,10,eat | hungry
FOOD_AND_DRINK,99,"Of course, all coffee makers do have water levels shown.",train,CGLHWM9BTzw_4,CGLHWM9BTzw_4-8-rgb_front,CGLHWM9BTzw,CGLHWM9BTzw-8-rgb_front,27.7,32.47,10,water | coffee
FOOD_AND_DRINK,92,"So, you need water.",train,d0HkysFvGRU_15,d0HkysFvGRU_15-5-rgb_front,d0HkysFvGRU,d0HkysFvGRU-5-rgb_front,77.39,79.94,4,water
FOOD_AND_DRINK,92,Hi so what is green tea?,train,cZhGkz4jNnk_0,cZhGkz4jNnk_0-8-rgb_front,cZhGkz4jNnk,cZhGkz4jNnk-8-rgb_front,1.09,3.37,6,tea
FOOD_AND_DRINK,92,"So, what is Japanese green tea?",train,furfAAKJFvw_0,furfAAKJFvw_0-4-rgb_front,furfAAKJFvw,furfAAKJFvw-4-rgb_front,0.47,2.18,6,tea
FOOD_AND_DRINK,89,It is very very important to eat and drink before your race.,train,-CM5y50t9yg_5,-CM5y50t9yg_5-8-rgb_front,-CM5y50t9yg,-CM5y50t9yg-8-rgb_front,14.34,19.51,12,drink | eat
FOOD_AND_DRINK,87,Add some water.,train,3daeOlNR8_A_27,3daeOlNR8_A_27-5-rgb_front,3daeOlNR8_A,3daeOlNR8_A-5-rgb_front,169.18,170.27,3,water
