topic,score,sentence,split,sentence_id,sentence_name,video_id,video_name,start,end,matches,source_file,row_number
FROM,44,"These actually come from the second master set, Swarm of the Marro which is going to be swamp heavy.",train,b33htMHPtl8_3,b33htMHPtl8_3-5-rgb_front,b33htMHPtl8,b33htMHPtl8-5-rgb_front,24.89,30.53,come from,how2sign_train.csv,26401
FROM,44,"Where in these beds if they don't come from the top or from artificial means, it ain't going to happen.",train,12Awan9AIs4_4,12Awan9AIs4_4-8-rgb_front,12Awan9AIs4,12Awan9AIs4-8-rgb_front,50.14,56.58,come from,how2sign_train.csv,6620
FROM,30,"My name is Shawn Connolly and I'm from San Fransisco, California, and I run a program called the SF Skate Club, which teaches kids how to skate.",train,1DGYl4msYVM_0,1DGYl4msYVM_0-5-rgb_front,1DGYl4msYVM,1DGYl4msYVM-5-rgb_front,0.88,9.09,i'm from,how2sign_train.csv,8194
FROM,28,"So, that's the idea here is you hit a lot of these shots at the range, because this where your scoring is going to come from is these wedges.",test,FZCEymcpq7I_16,FZCEymcpq7I_16-1-rgb_front,FZCEymcpq7I,FZCEymcpq7I-1-rgb_front,84.97,93.17,come from,how2sign_test.csv,114
FROM,26,Sliding and diving is very important because it is the fastest way that you can come from a full run to a full stop.,train,1mTkXsCyPhU_2,1mTkXsCyPhU_2-8-rgb_front,1mTkXsCyPhU,1mTkXsCyPhU-8-rgb_front,5.38,11.32,come from,how2sign_train.csv,13283
FROM,26,"There are lots of other plants that come from America too, Liatris or Gay-feather is from the Midwest, and then we go down to Mexico and I have Canna Lilies, Tigridias, Mexican Feather Grass, pretty much any plant.",train,-70D86eMmIc_7,-70D86eMmIc_7-5-rgb_front,-70D86eMmIc,-70D86eMmIc-5-rgb_front,54.16,71.25,come from,how2sign_train.csv,447
FROM,24,"If stock radio is the radio that come from the manufacture from the dealer so the basically what they have, they only have the AM FM and CD player.",train,FQqIi37HCq0_8,FQqIi37HCq0_8-5-rgb_front,FQqIi37HCq0,FQqIi37HCq0-5-rgb_front,53.04,61.15,come from,how2sign_train.csv,24339
FROM,24,"Sand flea bites commonly occur on the back of the thighs, because this is the common exposed area to the sand, where the sand fleas will come from, to bite the person's legs.",train,1BT5ZBdNaOM_4,1BT5ZBdNaOM_4-3-rgb_front,1BT5ZBdNaOM,1BT5ZBdNaOM-3-rgb_front,42.73,55.59,come from,how2sign_train.csv,7976
FROM,24,"Now this push, this wedge push as it is coming up is going to come from here and it is going to be more of not like a touch and shove but more like a jab, quick strike.",train,BsqkSfnVDc0_12,BsqkSfnVDc0_12-8-rgb_front,BsqkSfnVDc0,BsqkSfnVDc0-8-rgb_front,58.74,70.36,come from,how2sign_train.csv,20314
FROM,24,"When you're seeing clients day in and day out, regardless of the time of day or the day of the week, everybody's leading their own life and you're never quite certain what a client may have just come from or what their mood may be in.",train,54XXeg5CY-0_1,54XXeg5CY-0_1-5-rgb_front,54XXeg5CY-0,54XXeg5CY-0-5-rgb_front,5.94,19.03,come from,how2sign_train.csv,18598
LIVE,130,"My name is Shawn Connolly and I live in San Fransisco, California, and I run a skateboard program for kids called the SF Skate Club.",train,1DGYl4msYVM_15,1DGYl4msYVM_15-5-rgb_front,1DGYl4msYVM,1DGYl4msYVM-5-rgb_front,115.16,121.73,i live in | i live | live in,how2sign_train.csv,8201
LIVE,51,You might live in a small town and you're thinking real estate school?,train,1ovWfK_k3-Q_4,1ovWfK_k3-Q_4-8-rgb_front,1ovWfK_k3-Q,1ovWfK_k3-Q-8-rgb_front,18.81,22.96,live in,how2sign_train.csv,13647
LIVE,49,Salmon is really interesting that they live in both freshwater and saltwater.,train,C_DbdCYZc5s_8,C_DbdCYZc5s_8-5-rgb_front,C_DbdCYZc5s,C_DbdCYZc5s-5-rgb_front,43.54,48.78,live in,how2sign_train.csv,20977
LIVE,48,"And, if you live in an apartment, you might make some neighbors very angry if you're getting the wrong bird.",train,b4bK9WtPz4A_16,b4bK9WtPz4A_16-5-rgb_front,b4bK9WtPz4A,b4bK9WtPz4A-5-rgb_front,87.06,93.12,live in,how2sign_train.csv,26447
LIVE,46,And every moment's not good but I think trying to live in the moment is a good idea.,test,G06Irzcwxiw_26,G06Irzcwxiw_26-1-rgb_front,G06Irzcwxiw,G06Irzcwxiw-1-rgb_front,174.09,181.94,live in,how2sign_test.csv,339
LIVE,44,"These guys are not suited to live in the United States, they are not native here and they don't survive.",validation,-f1_kdl050s_13,-f1_kdl050s_13-1-rgb_front,-f1_kdl050s,-f1_kdl050s-1-rgb_front,48.51,54.28,live in,how2sign_val.csv,23
LIVE,44,"No matter where you live, you need to kinda find out what you're allowed to do in your own little community before you start a campfire.",train,cnbUSqFT5hc_5,cnbUSqFT5hc_5-5-rgb_front,cnbUSqFT5hc,cnbUSqFT5hc-5-rgb_front,54.9,63.52,where you live,how2sign_train.csv,28647
LIVE,38,"I live at the beach, all I have is sand, can I grow right in sand, what do I do, or I live up in the mountains with just rocks, I have nothing but rocks so how do I grow plants in these conditions?",train,0uCaKKqoPSk_4,0uCaKKqoPSk_4-8-rgb_front,0uCaKKqoPSk,0uCaKKqoPSk-8-rgb_front,17.14,27.95,i live,how2sign_train.csv,5419
LIVE,32,"Think about how much money you put into your property and just for a few flower beds, just a couple truck loads of dirt, even one bag of dirt if you live in a little condo, you can have a gorgeous garden.",train,0uCaKKqoPSk_14,0uCaKKqoPSk_14-8-rgb_front,0uCaKKqoPSk,0uCaKKqoPSk-8-rgb_front,100.79,112.33,live in,how2sign_train.csv,5410
LIVE,30,You might choose to use a dog litter box if you live in a high rise or an urban area where it's hard to get your dog outside to go to the bathroom.,train,D1oFZIWbw_0_9,D1oFZIWbw_0_9-8-rgb_front,D1oFZIWbw_0,D1oFZIWbw_0-8-rgb_front,57.8,64.74,live in,how2sign_train.csv,21561
LIVE,30,"Now obviously if you get a ten inch fish, yeah he could live in here but, you get to a ten inch fish Oscar, something like that, you're going to want to go with a bigger tank, cause that's not going to be really fair to the fish to go with a ten inch fish in this, this, this small of a tank, wouldn't be fair to, to, the fish and you wouldn't enjoy it either.",train,5GF2D_lAus4_7,5GF2D_lAus4_7-8-rgb_front,5GF2D_lAus4,5GF2D_lAus4-8-rgb_front,44.44,63.99,live in,how2sign_train.csv,18754
LIVE,26,"There's also another option which you're going to really want to consider if you live in a snowy area, they're snow tires.",train,dpmvQ0Alr_4_3,dpmvQ0Alr_4_3-8-rgb_front,dpmvQ0Alr_4,dpmvQ0Alr_4-8-rgb_front,10.19,18.98,live in,how2sign_train.csv,29575
LIVE,26,"In this clip I will be discussing the importance of understanding how to live in a dorm, a pod or a room setting in the prison system.",train,11YPOdiY44o_2,11YPOdiY44o_2-8-rgb_front,11YPOdiY44o,11YPOdiY44o-8-rgb_front,6.56,16.82,live in,how2sign_train.csv,6429
LIVE,26,"So of course the sun light is the best for plants. But not all of us live in areas where even when the sun is out and there's so many clouds to cloud it up, you are just not getting enough light in the house.",train,cQwxm1k62WY_14_15,cQwxm1k62WY_14_15-5-rgb_front,cQwxm1k62WY,cQwxm1k62WY-5-rgb_front,81.35,94.08,live in,how2sign_train.csv,28163
LIVE,26,"Today ink basically is a combination of different types of pigments, dyes and it's used for many many things obviously in the world we live in, not just for writing but for you know, coloring the clothes we wear and basically anything that involves some form of color in this day and age, on either printed materials or clothing or anything, comes from a certain form of ink.",train,aWQtkHYFJWo_3,aWQtkHYFJWo_3-5-rgb_front,aWQtkHYFJWo,aWQtkHYFJWo-5-rgb_front,28.73,54.08,live in,how2sign_train.csv,25753
LIVE,24,"And this is true with any bird, especially if you're looking at a Macaw or something, don't live in an apartment.",train,b4bK9WtPz4A_12,b4bK9WtPz4A_12-5-rgb_front,b4bK9WtPz4A,b4bK9WtPz4A-5-rgb_front,66.23,73.94,live in,how2sign_train.csv,26443
LIVE,24,"One of the things that can be studied is cultural development, as a result of geographical surroundings, such as people who live in deserts, on islands.",train,bIFSc66t0u4_7,bIFSc66t0u4_7-8-rgb_front,bIFSc66t0u4,bIFSc66t0u4-8-rgb_front,75.73,83.63,live in,how2sign_train.csv,26683
LIVE,24,"But they're very quick frogs, live in the water's edge, hop around in the mud close to the water where it's wet, and in the springtime they can be rather noisy if you're in an area where they're calling.",train,fHPQ0WYfLmI_16,fHPQ0WYfLmI_16-5-rgb_front,fHPQ0WYfLmI,fHPQ0WYfLmI-5-rgb_front,69.26,82.02,live in,how2sign_train.csv,30971
LIVE,24,"Well this is a rain stick and rain sticks are made by people in Africa , they were made by the Aztecs, they are made by Native American and this particular rain stick was made by the Deaquitrix Tribe, people who live in Chile, just below the Andes mountains.",train,b32g5NvG9Qc_4,b32g5NvG9Qc_4-8-rgb_front,b32g5NvG9Qc,b32g5NvG9Qc-8-rgb_front,15.82,35.7,live in,how2sign_train.csv,26394
AGE,71,Or how old your elements are.,train,1dFd3NYkINQ_14,1dFd3NYkINQ_14-8-rgb_front,1dFd3NYkINQ,1dFd3NYkINQ-8-rgb_front,113.62,115.34,how old,how2sign_train.csv,11811
AGE,61,"This is at least 60, 70s years old I think.",train,-0BynF9TSNI_9,-0BynF9TSNI_9-5-rgb_front,-0BynF9TSNI,-0BynF9TSNI-5-rgb_front,46.04,49.38,years old,how2sign_train.csv,105
AGE,59,These scissors are probably 30 years old.,train,0Esq_TAc-1Y_9,0Esq_TAc-1Y_9-5-rgb_front,0Esq_TAc-1Y,0Esq_TAc-1Y-5-rgb_front,51.82,53.89,years old,how2sign_train.csv,4214
AGE,59,She's a little bit more mature she's 4 years old.,train,CIYvZ8ZTifY_5,CIYvZ8ZTifY_5-1-rgb_front,CIYvZ8ZTifY,CIYvZ8ZTifY-1-rgb_front,37.37,40.97,years old,how2sign_train.csv,20679
AGE,49,This is Bailey and he is an eight year old quarter horse.,train,1pBXuCxJKx8_1,1pBXuCxJKx8_1-8-rgb_front,1pBXuCxJKx8,1pBXuCxJKx8-8-rgb_front,13.89,17.03,year old,how2sign_train.csv,13689
AGE,49,Talk like you're a 3 year old if you're going through potty training.,train,5ShtTFePfe8_5,5ShtTFePfe8_5-8-rgb_front,5ShtTFePfe8,5ShtTFePfe8-8-rgb_front,21.6,24.4,year old,how2sign_train.csv,18921
AGE,46,Tires should not be put in your car if they are more then five years old.,train,bJQW6jZSuAA_13,bJQW6jZSuAA_13-8-rgb_front,bJQW6jZSuAA,bJQW6jZSuAA-8-rgb_front,52.61,55.49,years old,how2sign_train.csv,26691
AGE,46,"For example, if you're having a party for a 5 year old, you want to choose games that are lively.",train,clXjA4Ok8Bs_4,clXjA4Ok8Bs_4-5-rgb_front,clXjA4Ok8Bs,clXjA4Ok8Bs-5-rgb_front,18.39,23.14,year old,how2sign_train.csv,28598
AGE,44,The recommended daily allowance for children four to five years old is four to five teaspoons.,train,001evy9D-mw_6,001evy9D-mw_6-5-rgb_front,001evy9D-mw,001evy9D-mw-5-rgb_front,41.73,47.08,years old,how2sign_train.csv,2336
AGE,44,"So we have a lazy computer salesman who's 30 years old, and that way we develop a type of character.",train,3ntc51P5qjI_9,3ntc51P5qjI_9-8-rgb_front,3ntc51P5qjI,3ntc51P5qjI-8-rgb_front,54.41,63.92,years old,how2sign_train.csv,17344
AGE,40,"Once your cat gets to be eight years old you really want to take that cat in once every six months to get a little blood work done, get these things checked out because a lot of things, there are a lot of illnesses that your vet can catch early that don't have to be terminal but if you catch them late, if you wait for your cat to point you to the symptoms, you may find that by that time it is really too late.",train,c4Az5nStT7I_25,c4Az5nStT7I_25-2-rgb_front,c4Az5nStT7I,c4Az5nStT7I-2-rgb_front,160.45,184.58,years old,how2sign_train.csv,27790
AGE,36,"If I'm sitting here and I'm swinging and I'm dragging through the zone like this I'm not going to be able to get to that guy that throws you know hard, depending on how old you are.",test,92V3oH63zbQ_23,92V3oH63zbQ_23-1-rgb_front,92V3oH63zbQ,92V3oH63zbQ-1-rgb_front,74.04,82.69,how old,how2sign_test.csv,98
AGE,34,"Now, I know I'm way above average, cause I know I fell way more than twenty five hundred times before I was five years old.",train,1gqVLt2Z-DY_4,1gqVLt2Z-DY_4-8-rgb_front,1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,20.95,26.3,years old,how2sign_train.csv,12433
AGE,26,"In fact, some one study, I think a survey showed that the average child falls about twenty five hundred times before they're five years old.",train,1gqVLt2Z-DY_3,1gqVLt2Z-DY_3-8-rgb_front,1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,13.85,20.9,years old,how2sign_train.csv,12432
AGE,24,What's coming in older toilets 40 years old and older is lime will buildup in the jet way around the toilet.,train,42c5l12RhWo_0,42c5l12RhWo_0-5-rgb_front,42c5l12RhWo,42c5l12RhWo-5-rgb_front,0.46,8.03,years old,how2sign_train.csv,17693
AGE,24,What's coming in older toilets 40 years old and older is lime will buildup in the jet way around the toilet.,train,42c5l12RhWo_0,42c5l12RhWo_0-8-rgb_front,42c5l12RhWo,42c5l12RhWo-8-rgb_front,0.46,8.03,years old,how2sign_train.csv,17694
AGE,24,The law would be changing very soon to require boosters seats to 8 years old and most booster seats goes to 80 and 100 pounds most of them now go to a 100 pounds.,train,-bHYenWmD3Q_3,-bHYenWmD3Q_3-8-rgb_front,-bHYenWmD3Q,-bHYenWmD3Q-8-rgb_front,24.33,33.21,years old,how2sign_train.csv,1530
AGE,24,"The earlier, studies show, the earlier that youth actually consume alcohol, which on average now is about twelve years old, the more likely they are to have a dependency problem or to have drunk driving in their future.",train,1QT8l93Llx8_5,1QT8l93Llx8_5-5-rgb_front,1QT8l93Llx8,1QT8l93Llx8-5-rgb_front,28.44,41.03,years old,how2sign_train.csv,9750
AGE,16,You can say maybe they are untidy: their hair is always messy and their shirt is always sticking out of their clothes; their shoes are always almost falling apart; they are maybe 40 years old.,train,dfpBYRHB83s_13,dfpBYRHB83s_13-1-rgb_front,dfpBYRHB83s,dfpBYRHB83s-1-rgb_front,83.11,96.74,years old,how2sign_train.csv,29405
THANK,105,"Thank you everybody, I'm David O'Donnell.",validation,g2ur4BIuN0Q_0,g2ur4BIuN0Q_0-3-rgb_front,g2ur4BIuN0Q,g2ur4BIuN0Q-3-rgb_front,0.28,2.68,thank you | thank,best_beginner_test_validation.csv,44
THANK,105,Thank you for being with me.,validation,g0TkUiO7t4I_13,g0TkUiO7t4I_13-8-rgb_front,g0TkUiO7t4I,g0TkUiO7t4I-8-rgb_front,107.79,110.88,thank you | thank,best_beginner_test_validation.csv,45
THANK,103,Thank you for listening.,train,006DXpJ9erw_8,006DXpJ9erw_8-5-rgb_front,006DXpJ9erw,006DXpJ9erw-5-rgb_front,86.24,87.2,thank you | thank,how2sign_train.csv,2396
THANK,103,Thank you for watching.,train,1h1YkisCV_A_9,1h1YkisCV_A_9-8-rgb_front,1h1YkisCV_A,1h1YkisCV_A-8-rgb_front,107.58,108.62,thank you | thank,how2sign_train.csv,12492
THANK,103,Thank you for watching.,train,EF3OUyjt6PE_3,EF3OUyjt6PE_3-3-rgb_front,EF3OUyjt6PE,EF3OUyjt6PE-3-rgb_front,57.49,58.48,thank you | thank,how2sign_train.csv,23081
THANK,103,Thank you so much.,train,025gAKRCIKY_12,025gAKRCIKY_12-3-rgb_front,025gAKRCIKY,025gAKRCIKY-3-rgb_front,73.33,74.05,thank you | thank,how2sign_train.csv,2631
THANK,103,Thank you so much.,train,1dCbeG4mwVk_18,1dCbeG4mwVk_18-8-rgb_front,1dCbeG4mwVk,1dCbeG4mwVk-8-rgb_front,144.24,144.93,thank you | thank,how2sign_train.csv,11795
THANK,103,Thank you so much.,train,f1R7MZSlOOg_11,f1R7MZSlOOg_11-5-rgb_front,f1R7MZSlOOg,f1R7MZSlOOg-5-rgb_front,65.92,66.87,thank you | thank,how2sign_train.csv,30593
THANK,103,Thank you very much.,train,-98tdkCF-sY_9,-98tdkCF-sY_9-5-rgb_front,-98tdkCF-sY,-98tdkCF-sY-5-rgb_front,67.14,68.07,thank you | thank,how2sign_train.csv,631
THANK,103,Thank you for joining us.,train,1EVfV97X6iA_20,1EVfV97X6iA_20-5-rgb_front,1EVfV97X6iA,1EVfV97X6iA-5-rgb_front,133.85,134.55,thank you | thank,how2sign_train.csv,8463
THANK,103,Thank you guys so much.,train,1P6n7Tv8oco_24,1P6n7Tv8oco_24-8-rgb_front,1P6n7Tv8oco,1P6n7Tv8oco-8-rgb_front,121.97,122.92,thank you | thank,how2sign_train.csv,9459
THANK,98,Thank you.,train,-0N0jbyBW6g_11,-0N0jbyBW6g_11-5-rgb_front,-0N0jbyBW6g,-0N0jbyBW6g-5-rgb_front,67.49,67.97,thank you | thank,how2sign_train.csv,131
THANK,98,Thank you.,train,-8tIt1vEinQ_25,-8tIt1vEinQ_25-8-rgb_front,-8tIt1vEinQ,-8tIt1vEinQ-8-rgb_front,112.15,112.53,thank you | thank,how2sign_train.csv,573
THANK,98,Thank you.,train,1-9KdWON_R0_11,1-9KdWON_R0_11-5-rgb_front,1-9KdWON_R0,1-9KdWON_R0-5-rgb_front,73.17,73.49,thank you | thank,how2sign_train.csv,6105
THANK,98,Thank you.,train,1ei1kVTw23A_29,1ei1kVTw23A_29-8-rgb_front,1ei1kVTw23A,1ei1kVTw23A-8-rgb_front,147.04,147.16,thank you | thank,how2sign_train.csv,12013
THANK,98,Thank you.,train,1oUPuXTsifY_13,1oUPuXTsifY_13-8-rgb_front,1oUPuXTsifY,1oUPuXTsifY-8-rgb_front,176.43,176.62,thank you | thank,how2sign_train.csv,13600
THANK,98,Thank you.,train,2l9_6UKlhmM_19,2l9_6UKlhmM_19-8-rgb_front,2l9_6UKlhmM,2l9_6UKlhmM-8-rgb_front,80.34,80.65,thank you | thank,how2sign_train.csv,16019
THANK,98,Thank you.,train,CsdpA_b5P8Q_12,CsdpA_b5P8Q_12-5-rgb_front,CsdpA_b5P8Q,CsdpA_b5P8Q-5-rgb_front,70.31,70.65,thank you | thank,how2sign_train.csv,21327
THANK,98,Thank you.,train,bALpZEr8flU_13,bALpZEr8flU_13-8-rgb_front,bALpZEr8flU,bALpZEr8flU-8-rgb_front,76.21,76.76,thank you | thank,how2sign_train.csv,26527
THANK,98,Thank you.,train,cH9SbtBbEEY_17,cH9SbtBbEEY_17-8-rgb_front,cH9SbtBbEEY,cH9SbtBbEEY-8-rgb_front,121.47,122.12,thank you | thank,how2sign_train.csv,28001
THANK,98,Thank you.,train,doMosV-zfCI_8,doMosV-zfCI_8-2-rgb_front,doMosV-zfCI,doMosV-zfCI-2-rgb_front,25.42,26.02,thank you | thank,how2sign_train.csv,29564
THANK,98,Thank you.,train,fGOgdMxbrbk_16,fGOgdMxbrbk_16-3-rgb_front,fGOgdMxbrbk,fGOgdMxbrbk-3-rgb_front,110.83,111.33,thank you | thank,how2sign_train.csv,30917
THANK,98,"Okay, thank you.",validation,-g0sqksgyc4_10,-g0sqksgyc4_10-2-rgb_front,-g0sqksgyc4,-g0sqksgyc4-2-rgb_front,58.82,59.33,thank you | thank,best_beginner_test_validation.csv,42
THANK,98,"Thank you, guys.",train,bwvtAII4pG0_37,bwvtAII4pG0_37-5-rgb_front,bwvtAII4pG0,bwvtAII4pG0-5-rgb_front,104.1,104.61,thank you | thank,how2sign_train.csv,27608
THANK,98,"Thank you, Paul.",validation,_fZbAxSSbX4_29,_fZbAxSSbX4_29-5-rgb_front,_fZbAxSSbX4,_fZbAxSSbX4-5-rgb_front,187.75,188.34,thank you | thank,best_beginner_test_validation.csv,43
THANK,97,"HARMONIE KRIEGER: Thank you, and I love that on you.",train,0CGoYyy61p8_22,0CGoYyy61p8_22-8-rgb_front,0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,75.88,78.58,thank you | thank,how2sign_train.csv,3813
THANK,95,I'm Robert Todd and thank you for watching.,train,F2p-lvoavoI_9,F2p-lvoavoI_9-5-rgb_front,F2p-lvoavoI,F2p-lvoavoI-5-rgb_front,66.27,68.36,thank you | thank,how2sign_train.csv,24055
THANK,95,I'm Robert Todd and thank you for watching.,train,cC5RFhOB1Gk_9,cC5RFhOB1Gk_9-5-rgb_front,cC5RFhOB1Gk,cC5RFhOB1Gk-5-rgb_front,66.82,69.33,thank you | thank,how2sign_train.csv,27928
THANK,95,"I'm Robert Todd, and thank you for watching.",train,24-pXXQodVQ_6,24-pXXQodVQ_6-5-rgb_front,24-pXXQodVQ,24-pXXQodVQ-5-rgb_front,69.74,71.77,thank you | thank,how2sign_train.csv,15331
THANK,95,"I'm Robert Todd, and thank you for watching.",train,fvyDE8T9trM_9,fvyDE8T9trM_9-5-rgb_front,fvyDE8T9trM,fvyDE8T9trM-5-rgb_front,81.1,83.04,thank you | thank,how2sign_train.csv,31099
THANK,95,I want to thank you guys for watching today.,train,1zQf384LX3M_17,1zQf384LX3M_17-8-rgb_front,1zQf384LX3M,1zQf384LX3M-8-rgb_front,83.31,85.32,thank you | thank,how2sign_train.csv,14587
THANK,93,Thank you and have a good day.,train,atQrRCf_Xxw_15,atQrRCf_Xxw_15-8-rgb_front,atQrRCf_Xxw,atQrRCf_Xxw-8-rgb_front,110.28,111.89,thank you | thank,how2sign_train.csv,26095
THANK,93,"Evan says, ""Yes, thank you,"" and then Evan enters.",train,c6difzHesqQ_10,c6difzHesqQ_10-8-rgb_front,c6difzHesqQ,c6difzHesqQ-8-rgb_front,43.01,45.55,thank you | thank,how2sign_train.csv,27841
THANK,87,And I will go ahead and just place my hat on and say thank you.,train,-8EJ9aomFAc_8,-8EJ9aomFAc_8-8-rgb_front,-8EJ9aomFAc,-8EJ9aomFAc-8-rgb_front,45.09,50.07,thank you | thank,how2sign_train.csv,513
THANK,84,"Thank you for visiting me today, you may visit my website at www.myspace.com/shalon711, have a great day.",train,ao9GdnEgTGQ_9,ao9GdnEgTGQ_9-5-rgb_front,ao9GdnEgTGQ,ao9GdnEgTGQ-5-rgb_front,83.08,92.26,thank you | thank,how2sign_train.csv,25991
THANK,83,"So, that is it for potatoes, thank you have a good day.",train,1zQYQrcYbrs_10,1zQYQrcYbrs_10-5-rgb_front,1zQYQrcYbrs,1zQYQrcYbrs-5-rgb_front,96.53,99.37,thank you | thank,how2sign_train.csv,14574
THANK,83,"Yes, ok, thank you very much, but right now, I've got to dial China.",train,1cSjZ5kNZw8_0,1cSjZ5kNZw8_0-8-rgb_front,1cSjZ5kNZw8,1cSjZ5kNZw8-8-rgb_front,0.53,3.66,thank you | thank,how2sign_train.csv,11608
THANK,82,"You may visit me at www.myspace.com/shalon711, thank you for visiting, have a great day.",train,cbuvayA-dEc_7,cbuvayA-dEc_7-8-rgb_front,cbuvayA-dEc,cbuvayA-dEc-8-rgb_front,76.58,85.09,thank you | thank,how2sign_train.csv,28453
THANK,82,"I just didn't know any of that stuff about flutes, and I thank you for being here today.",train,eBrlZcccILg_28,eBrlZcccILg_28-3-rgb_front,eBrlZcccILg,eBrlZcccILg-3-rgb_front,136.59,141.29,thank you | thank,how2sign_train.csv,29872
THANK,72,"Some gyms play their own music, which can work very nicely for yourself, if you like that type of music, but you can personalize it by just bringing your own headphones, and having the only type of music that you like, and the rhythms, and the things that you like to listen to, which will help you to move more freely, and enjoy your experience on the elliptical trainer, so thank you, and we'll be right back.",train,1nAiestkr0Q_16,1nAiestkr0Q_16-11-rgb_front,1nAiestkr0Q,1nAiestkr0Q-11-rgb_front,81.8,105.47,thank you | thank,how2sign_train.csv,13474
THANK,68,"Sometimes they say; well Miss Jane, I smell alcohol, or I smell wood, or I smell fruit, or spice, and I say; okay, thank you very much, but what do you really want to say?",train,EfHyeua7X_w_3,EfHyeua7X_w_3-8-rgb_front,EfHyeua7X_w,EfHyeua7X_w-8-rgb_front,25.79,39.22,thank you | thank,how2sign_train.csv,23648
THANK,64,"""This pageant has just led me to where I am, playing soccer today. Thank you"". So point one should have it's own paragraph after you do the Introduction.",train,bZGB3xR6dWU_0_1_2,bZGB3xR6dWU_0_1_2-5-rgb_front,bZGB3xR6dWU,bZGB3xR6dWU-5-rgb_front,0.06,11.25,thank you | thank,how2sign_train.csv,26957
THANK,64,"Filing your extension does eliminate the penalty for late filing so if you quit don't have it quit together, file that extension and your good until October, thank you.",train,0sSMKEvVetg_4,0sSMKEvVetg_4-11-rgb_front,0sSMKEvVetg,0sSMKEvVetg-11-rgb_front,56.44,68.09,thank you | thank,how2sign_train.csv,5081
THANK,64,"Eventually somebody will say; Miss Jane, I'm sorry, but it smells like wine; and I say thank you very much, and I give that person a round of applause, because they're right.",train,EfHyeua7X_w_4,EfHyeua7X_w_4-8-rgb_front,EfHyeua7X_w,EfHyeua7X_w-8-rgb_front,39.69,49.99,thank you | thank,how2sign_train.csv,23649
THANK,58,"So now that we've performed, we definitely want to say thank you on our way out, our time it up, and clear the floor for someone else's turn to go ahead.",train,220uYYSxz5U_32,220uYYSxz5U_32-5-rgb_front,220uYYSxz5U,220uYYSxz5U-5-rgb_front,128.76,136.59,thank you | thank,how2sign_train.csv,14995
THANK,52,Thanks.,train,1jeK8PkhsR4_26,1jeK8PkhsR4_26-8-rgb_front,1jeK8PkhsR4,1jeK8PkhsR4-8-rgb_front,129.8,130.19,thanks,how2sign_train.csv,12834
THANK,52,Thanks.,train,2A_JTXsVmVc_26,2A_JTXsVmVc_26-8-rgb_front,2A_JTXsVmVc,2A_JTXsVmVc-8-rgb_front,124.24,124.7,thanks,how2sign_train.csv,15389
THANK,52,Thanks.,train,2G29ijsPVXI_20,2G29ijsPVXI_20-5-rgb_front,2G29ijsPVXI,2G29ijsPVXI-5-rgb_front,125.63,125.94,thanks,how2sign_train.csv,15516
THANK,52,Thanks for watching.,train,1zQf384LX3M_21,1zQf384LX3M_21-8-rgb_front,1zQf384LX3M,1zQf384LX3M-8-rgb_front,100.99,101.79,thanks,how2sign_train.csv,14592
THANK,52,Thanks for watching.,train,aPWX82zLo50_26,aPWX82zLo50_26-5-rgb_front,aPWX82zLo50,aPWX82zLo50-5-rgb_front,75.65,76.88,thanks,how2sign_train.csv,25595
PLEASE,59,And close your eyes please.,train,1TulVSuotyY_17,1TulVSuotyY_17-5-rgb_front,1TulVSuotyY,1TulVSuotyY-5-rgb_front,84.51,85.39,please,how2sign_train.csv,10280
PLEASE,57,Please watch our next segment.,train,1kMcBHJ2IPM_21,1kMcBHJ2IPM_21-8-rgb_front,1kMcBHJ2IPM,1kMcBHJ2IPM-8-rgb_front,179.09,180.27,please,how2sign_train.csv,12959
PLEASE,53,Can you lift your knees for me please?,validation,cw5evdziBB4_12,cw5evdziBB4_12-8-rgb_front,cw5evdziBB4,cw5evdziBB4-8-rgb_front,57.26,58.84,please,best_beginner_test_validation.csv,49
PLEASE,52,This way please.,validation,g3X3XE6M2_A_12,g3X3XE6M2_A_12-3-rgb_front,g3X3XE6M2_A,g3X3XE6M2_A-3-rgb_front,47.22,47.87,please,best_beginner_test_validation.csv,48
PLEASE,51,"Sir, could you please come on up with your dollar?",train,cQBrXCcfDyc_2,cQBrXCcfDyc_2-5-rgb_front,cQBrXCcfDyc,cQBrXCcfDyc-5-rgb_front,7.59,9.13,please,how2sign_train.csv,28123
PLEASE,49,"Can you show us some sit-ups, please?",train,02aFykvwx6M_6,02aFykvwx6M_6-8-rgb_front,02aFykvwx6M,02aFykvwx6M-8-rgb_front,30.88,32.54,please,how2sign_train.csv,2760
PLEASE,49,"Wants to please you, not out of fear.",train,cVgkQk7bIP4_5,cVgkQk7bIP4_5-5-rgb_front,cVgkQk7bIP4,cVgkQk7bIP4-5-rgb_front,27.35,28.96,please,how2sign_train.csv,28277
PLEASE,49,"And I know this may sound strange, but please listen.",train,3WEwTZHf8kI_20,3WEwTZHf8kI_20-5-rgb_front,3WEwTZHf8kI,3WEwTZHf8kI-5-rgb_front,72.43,74.65,please,how2sign_train.csv,17058
